Year,State,District,Contractor,Contract/Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,TAS Code,Solicitation ID,Solicitation POC,Description
2023,SC,SC-03,Clemson University,80NSSC20K1353 Modification P00003,NSSC - NASA Shared Services Center,"CLEMSON, SC (District 03)",08/08/2023,08/14/2024,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, School Of Forestry, State Controlled Institution of Higher Learning, State Government, US Government Entity",$0,$0,[None Indicated],,,,"Exploring the causes of water vapor variability in the mesosphere, derived residual mean circulation and implications for thecomposition of the thermosphere using saber and GOLD"
2025,CO,CO-02,University Corporation For Atmospheric Research,80NSSC20K1784 Modification P00005,NSSC - NASA Shared Services Center,"BOULDER, CO (District 02)",03/05/2025,12/31/2025,"Grant, Grant For Research","Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","$234,981",$0,[None Indicated],,,,"Science goals and objectives knowing the ionospheric plasma condition is important for space weather applications such AS predicting the occurrence of plasma depletions and associated irregularities affecting communication and navigation systems. the ionospheric plasma distribution strongly depend on the neutral winds, electric fields and thermospheric composition changes driven BY magnetosphere-ionosphere-thermosphere coupling, BY upward propagating planetary WAVES and TIDES, and is also modulated BY earth s magnetic field. interhemispheric asymmetries in the plasma distribution exist which cannot be explained BY the seasonal variation of SOLAR radiation. similarly, hemispheric asymmetries are evident in many observed quantities of the magnetosphere and ionosphere even after taking account of the Interplanetary Magnetic Field (IMF) orientations and seasonal effects. furthermore, the lower atmosphere has inherent interhemispheric differences due to the non-uniform excitation and propagation condition of WAVES and TIDES, which impact the ionosphere and thermosphere from below. so FAR, what causes the interhemispheric asymmetries in the ionosphere remains largely elusive. disentangling the important drivers and mechanisms leading to interhemispheric asymmetric plasma distribution is the focus of the proposed investigation. the proposed investigation will advance our understanding of the response and interaction of the ionosphere to interhemispheric asymmetries in the MI coupling and in the lower atmospheric tidal and planetary wave forcing. it focuses on three science questions that are central to focused science topic #4  causes and consequences of hemispherical asymmetries in the magnetosphere- ionosphere-thermosphere system : (1) how CAN the interhemispheric asymmetries in the field-aligned currents and joule heating be characterized during quiescent and disturbed conditions? (2) what are the important processes through which the ionosphere responds to and interacts with the asymmetric magnetospheric forcing? (3) how large is the contribution from the asymmetric lower atmospheric dynamics to the overall ionospheric asymmetry and what are the important pathways? methodology this investigation will combine data analysis with the state-of-the-art whole atmosphere community climate model-extended (waccm-x). waccm-x with specified dynamics BY reanalysis data will be employed to simulate the coupling between the lower atmosphere and the thermosphere-ionosphere system. numerical experiments will be conducted to delineate the effects from the lower atmosphere. the interhemispheric asymmetries in field-aligned currents (fac) will be characterized BY analyzing the ampere magnetometer data. to describe the interhemispheric asymmetries in the joule heating we will use the assimilative mapping of ionospheric electrodynamics (amie) procedure and the ampere fac forcing in waccm-x with different auroral conductance descriptions, e.g., DMSP/ssusi observations, and empirical aurora models. the interhemispheric asymmetry in the ionosphere will be characterized BY analyzing GPS-tec, cosmic and evening GOLD electron density, and once available cosmic-2 and ICON data. waccm-x simulations will be conducted to investigate the ionospheric response and interaction of the lower atmosphere and the MI coupling. the simulated interhemispheric asymmetries in the ionosphere via dynamics, composition and electrodynamic changes will be evaluated BY model-data intercomparison of e.g., o/n2 from TIMED/guvi, GOLD and the upcoming ICON, ion drifts from DMSP, cnof/s, and the upcoming cosmic-2 and ICON. proposed contribution to the focused science team this investigation supports the LWS program goal of  understanding which drivers generate the observed asymmetries  and  improve physics-based understanding of time-evolving structural changes in ionospheric electron density between hemispheres . we will share the amie, waccm-x and data analysis results."
2023,DE,DE-00,Blue Marble Space,80NSSC20M0076 Modification P00006,NSSC - NASA Shared Services Center,"CLAYTON, DE (District 00)",01/30/2023,02/18/2024, Cooperative Agreement,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",$0,$0,[None Indicated],,,,"Lipids are organic molecules of GREAT interest for future astrobiological planetary exploration to the moon, mars, and icy worlds. lipids are essential to life AS we know it and likely also to putative extraterrestrial organisms. lipids are also synthesized abiotically, and are hypothesized to be present on the moon. laboratory characterization techniques are well established but are laborious, operator dependent, and require large volumes of consumables, precluding in situ analysis. our solution is to develop an autonomous, miniaturized fluidic system, integrating lab techniques for lipid analysis while minimizing reagent volumes and concentrating organics for analysis, thereby increasing signal-to-noise ratios BY orders of magnitude. this system for future astrobiological and life-detection missions (either in situ or sample return) will extract lipid organics from (icy) regolith using (1) a fluidic sample processor made of inert materials compatible with organic solvents and (2) a machine-learning system to select processing steps and parameters to maximize lipid yield. our team of ARC early-career astrobiologists and engineers will advance a benchtop breadboard from TRL 2 to 4 over a 2-year timeframe using a modified scrum management approach. partners at shell will consult on optimal lipid-extraction techniques from environmental samples. coupling the breadboard to flight-heritage analytical instrumentation at GSFC s planetary environment laboratory will provide an ultimate  dirt to data  demonstration. our success strategy leverages three areas of ARC expertise: (1) proven design and development of spaceflight aqueous microfluidic platforms, (2)  GOLD standard  lipid biomarker laboratory analytical techniques developed and refined over 50 years, and (3) Artificial Intelligence and Machine Learning suitable for in-the-loop adaptive control of robotic analytical systems."
2025,NH,NH-02,Trustees Of Dartmouth College,80NSSC21K0309 Modification P00008,NSSC - NASA Shared Services Center,"HANOVER, NH (District 02)",03/19/2025,12/31/2025,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College",$0,$0,[None Indicated],,,,"The peruvian department of madre de dios (mdd) is a flashpoint in the current tension between expanding frontier development in the south american neotropics, global demand for GOLD, and conservation of floodplain rainforest ecosystems. located at the base of the eastern slope of the peruvian andes and stretching over 85,000 km2 to the borders of brazil and bolivia, mdd contains a diverse variety of forests harboring high levels of endemism which have been a focal point for"
2025,AR,AR-03,University Of Arkansas System,80NSSC21K1002 Modification P00005,NSSC - NASA Shared Services Center,"FAYETTEVILLE, AR (District 03)",05/05/2025,05/31/2026,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity",$0,$0,[None Indicated],,,,"Rice is a significant food crop that is also responsible for 8% of global anthropogenic methane emissions, due to its cultivation in anaerobic soil environments. there is still considerable uncertainty to the methane emissions associated with rice cultivation in the united states, and a more consistent product is necessary to observe, plan, and reduce this Greenhouse Gas source. this project takes on the challenge of monitoring methane production in the us s rice producing regions BY integrating satellite data with a process based model to produce a consistent national rice-ch4 product with quantified uncertainty estimates. the product will be validated against field flux observations taken BY the eddy covariance method in the lower mississippi river basin (lmrb) and california, two of the largest rice-producing states the measured observations in those regions cover enough different agronomic and soil types to adequately extend into the gulf coast region. the project overcomes three main factors inhibiting success in current rice-related ch4 inventories: (1) lack of GOLD-standard, temporally-continuous benchmark data for ch4 emissions, including measurements in the u.s. s biggest rice production area (lmrb), (2) lack of inundation dynamics in the methane modeling and quantification, and (3) lack of observational constraints from plant growth and gross primary productivity (gpp) in ch4 quantification. in this project, we will overcome these challenges BY assembling a database of 48 site-years of ch4 emissions over rice-cultivated fields to benchmark a new modeled product. an appropriate, tested, process-based model for rice-ch4 flux prediction will be used to generate daily flux estimates at the 500 m scale, for all the rice growing regions in the us. this product will be driven BY a new daily, gap-free, cloud-free satellite-based map of both inundation and gpp. the project will be arranged in three work packages delivering (1) new satellite products of leaf area index, gpp, and inundation at the daily scale, (2) methane emissions estimates using satellite observations and ground-truth benchmark eddy covariance flux observations to constrain process-based modeling, and (3) validation, verification, and uncertainty quantification. this last package INCLUDES uncertainty estimates from both satellite-derived variables and calibrated model parameters analyzed in a monte carlo sampling framework, a spatiotemporal trend analysis of rice ch4 dynamics, and a comparison to current benchmark products and their implications for inversion modeling. through this project, we AIM to answer the following three major scientific questions: (1) what is the spatial and temporal variability of rice-ch4 across the contiguous u.s. from 2008 to 2022, and is there a trend in ch4 emissions from rice over this 15-year period? (2) what is the impact of explicit inclusion of inundation condition (derived from satellite) in rice-ch4 modeling and quantification? (3) what are the benefits of explicitly including satellite constraints of carbon-budget components in rice-ch4 modeling and quantification? this study follows stakeholder groups  interests (including non-profit, business, and government) in methane emissions reduction, soil carbon storage, and sustainability for the agricultural landscape. the proposed outcomes meet several objectives of the NASA cms program, including their advance in the  use of satellite remote sensing AS an alternative or supplement to ground-based methods for quantifying NET carbon emissions and/or storage.  the project also builds on several existing cms products and enhances national reported carbon emissions inventories through its improved representation of crop methane emissions. the project products will be accessible to both research and practitioner (land management) communities."
2025,VA,VA-11,George Mason University,80NSSC22K0016 Modification P00004,NSSC - NASA Shared Services Center,"FAIRFAX, VA (District 11)",04/08/2025,04/30/2026,"Grant, Grant For Research","Educational - Educational Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity",$0,$0,[None Indicated],,,,Studying the mean and variable structure of the upper atmosphere using GOLD and ICON
2025,SC,SC-03,Clemson University,80NSSC22K0018 Modification P00004,NSSC - NASA Shared Services Center,"CLEMSON, SC (District 03)",01/07/2025,12/26/2025,"Grant, Grant For Research","Educational - 1890 Land Grant College, Educational Institution, School Of Forestry, State Controlled Institution of Higher Learning, State Government, US Government Entity",$0,$0,[None Indicated],,,,Eo14042 role of lower atmosphere WAVES in preconditioning the ionosphere-thermosphere responses to geomagnetic storms using ICON and GOLD
2024,CO,CO-02,"Atmospheric & Space Technology Research Associates, L.L.C.",80NSSC22K0019 Modification P00003,NSSC - NASA Shared Services Center,"LOUISVILLE, CO (District 02)",09/06/2024,12/31/2024,"Grant, Grant For Research","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Limited Liability Corporation","$89,488",$0,[None Indicated],,,,"Eo14042 low-latitude ionosphere-thermosphere variability due to global-scale WAVES and their non-linear interactions AS revealed BY the ICON, GOLD, and sortie satellites"
2025,MA,MA-07,Massachusetts Institute Of Technology,80NSSC22K0171 Modification P00005,NSSC - NASA Shared Services Center,"CAMBRIDGE, MA (District 07)",05/12/2025,12/31/2025,"Grant, Grant For Research","Educational - 1862 Land Grant College, Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College",$0,$0,[None Indicated],,,,GOLD-ICON guest investigator: understanding the day-to-day variability of plasma.bubbles utilizing GOLD-ICON data -drivers from above and below
2023,WA,WA-01,"Northwest Research Associates, Inc.",80NSSC22K0174 Modification P00002,NSSC - NASA Shared Services Center,"REDMOND, WA (District 01)",07/26/2023,01/31/2025,"Grant, Grant For Research","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","$50,047",$0,[None Indicated],,,,Investigation of equatorial plasma bubbles in GOLD using sami-3 driven BY a gravity wave resolving whole-atmosphere gcm
2024,CA,CA-50,"University Of California, San Diego",80NSSC22K0490 Modification P00002,NSSC - NASA Shared Services Center,"LA JOLLA, CA (District 50)",06/12/2024,01/20/2025,"Grant, Grant For Research","Educational - 1862 Land Grant College, Corporate Entity Tax Exempt, Educational Institution, Other Not For Profit Organization","$175,028",$0,[None Indicated],,,,"Infrared GOLD a student centered program to extract, analyze, and disseminate 20 years of IRTF spex point source spectroscopy"
2024,WI,WI-02,University Of Wisconsin System,80NSSC22K1250 Modification P00003,NSSC - NASA Shared Services Center,"MADISON, WI (District 02)",09/07/2024,09/30/2025,"Grant, Grant For Research","Educational - 1862 Land Grant College, Educational Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$85,498",$0,[None Indicated],,,,"Ecosystems are changing rapidly across the arctic tundra and boreal regions, but to predict future changes, an urgent need remains to understand what factors DRIVE current variation in co2 uptake. flux towers have long been the GOLD-standard for quantifying gpp and related fluxes, but they are sparse in geographic distribution and their measurements integrate variation in drivers at multiple scales. specifically, spatial and within-season temporal trends in gpp at a given location are a consequence of both synoptic factors (weather, PAR) and local drivers related to moisture, soils, and vegetation. emerging methods in air- and space-borne remote sensing offer new opportunities to disentangle the landscape-scale factors that DRIVE within-season variability in tower-measured co2 uptake. we propose to couple flux tower measurements from the towers with above airborne remote sensing products to quantify the impacts of landscape heterogeneity on flux tower variation. we will use remotely sensed measurements of foliar functional traits from avirisng (and neon) such AS leaf mass PER area (LMA) and nitrogen -- the nominal plant-level determinants of potential photosynthesis -- in conjunction with flux tower gpp and derived weather-driven flux footprints to assess the contribution of vegetation patterns to intra- and inter-tower flux variation. using data from aligned flux tower and imaging spectroscopy data (124 pairs encompassing 34 towers are currently available for 2017- present), we will use trait maps generated for the above domain for PHASE-2 above project to test hypotheses: 1) temporal trait variation within flux tower footprints and spatially across flux towers -- especially for traits commonly used to estimate primary metabolism (n and LMA) -- explains temporal and spatial variation in co2 fluxes AS flux tower footprints move across the landscape with prevailing winds. our primary focus is on gpp, but we will also consider NET ecosystem exchange (nee), light use efficiency (lue, gpp controlling for PAR) and water-use efficiency (wue, gpp controlling for evapotranspiration). 2) consistent with ecological theories of diversity and resilience, greater functional diversity of traits within footprints leads to greater temporal stability in co2 uptake. we propose to use variance partitioning, mixed models and structural equation models to link co2 flux variables to traits, functional and spectral diversity, land cover variation (lai, canopy height, bare ground, water), meteorological drivers, and broad-scale geographic factors (such AS soils and topography). in addition to aviris-NG, we will use lvis airborne lidar data for canopy height and structural complexity metrics and uavsar active layer thickness data within flux tower footprints. using existing data from above airborne campaigns AS well AS a rich network of flux towers in the region, the research will provide a comprehensive assessment of the vegetation drivers underlying gpp variation in time and space and will provide the basis for using future satellite data to better extrapolate spatially-explicit variation in co2 fluxes. this research will also provide the quantitative foundation to incorporate biodiversity-ecosystem function relationships explicitly into the next generation of ecosystem models. this work addresses multiple above science questions and research topics relating to the biogeochemical mechanisms of co2 fluxes at landscape scales, AS well AS using airborne aviris-NG data for the development of methods to quantify biodiversity-ecosystem function relationships for deployment at global scales once SBG is launched in the late 2020s. we will release all code generated in this project through github under an open-source license and make all data available through long-term public repositories."
2025,MI,MI-06,Regents Of The University Of Michigan,80NSSC23K0407 Modification P00002,NSSC - NASA Shared Services Center,"ANN ARBOR, MI (District 06)",02/24/2025,02/24/2025,"Grant, Grant For Research","Educational - Educational Institution, State Controlled Institution of Higher Learning, State Government, US Government Entity","$-24,530","$-439,452",[None Indicated],,,,"Thermospheric composition and temperature are two critical variables affecting the coupled ionosphere-thermosphere (it) system. previous studies have shown the existence of strong hemispheric asymmetries in these two parameters. the seasonal variations of the SOLAR radiation DRIVE their FIRST-order hemispheric asymmetries. besides SOLAR radiation, the magnetosphere is another important energy source for the it system through poynting flux (pf) and particle precipitation. the hemispheric asymmetry of the magnetospheric energy source CAN also lead to asymmetries in the it system and even further enhance the existing asymmetries owing to SOLAR radiation. the interplay between the SOLAR radiation and magnetospheric energy input creates complex asymmetry in the thermosphere, which is not thoroughly understood BY the community. the overarching goal of this proposal is to better understand the hemispheric asymmetries of the thermosphere using comprehensive observational and numerical tools. the specific compelling but unsolved questions that need to be investigated are: (sq1) what is the local time (lt)/magnetic local time (mlt) dependence of the hemispheric asymmetries in the thermospheric composition and temperature? (sq2) how does the hemispheric asymmetry in the poynting flux impact the asymmetries in the thermospheric composition and temperature? with the launch of the global-scale observations of limb and disk (GOLD) instrument, high-cadence, global-scale measurements of both the composition and temperatures in the lower thermosphere are available. these data provide a golden opportunity to answer these science questions assisted BY state-of-the-art numerical models. to address sq #1, we will analyze the GOLD thermospheric measurements to obtain the monthly average distributions of the thermospheric composition and temperature in both geomagnetic and geographic coordinates. then we will design and calculate the hemispheric asymmetry indexes, and determine their seasonal, lt, mlt, latitude, and magnetic latitude dependence. to address sq #2, we will FIRST calculate the pf in each hemisphere based on the DMSP observations and evaluate its hemispheric asymmetry. then, we will apply information theory, i.e., mutual information and entropy transfer, to investigate the relationship between pf and thermospheric composition and temperature. we will also implement numerical models, i.e., the global ionosphere and thermosphere model (gitm), to simulate idealized events BY adjusting pf in the two hemispheres to evaluate to what degree the pf asymmetry CAN generate the observed thermospheric asymmetry. the above proposed studies will significantly deepen the understanding of the morphology and formation mechanisms of the hemispheric asymmetries in thermospheric composition and temperature, which directly addresses two heliophysics research program objectives and one objective of the upcoming NASA Geospace Dynamics Constellation (GDC) mission."
2025,ME,ME-01,Bowdoin College,80NSSC23K0571 Modification P00001,NSSC - NASA Shared Services Center,"BRUNSWICK, ME (District 01)",01/15/2025,01/26/2026,"Grant, Grant For Research","Educational - Corporate Entity Tax Exempt, Educational Institution, Nonprofit Organization, Private University Or College",$0,$0,[None Indicated],,,,"We propose to perform two 40 ksec target of opportunity follow-up observations of x-ray luminous sources that we identify in association with two separate ""GOLD""-quality icecube high-energy neutrino s. these s are likely to be from astrophysical neutrinos. the FIRST identification of an astrophysical source of high-energy neutrinos occurred in 2018, following icecube-170922a and the bl lac-type blazar txs 0506+056. x-ray follow-up of likely-cosmic neutrino s has thus proven its utility for identifying possible neutrino counterparts, and most importantly to measure the hadronic contribution to the high-energy emission. we AIM to use this approach to identify more such sources and calculate their neutrino flux."
2023,LA,LA-02,Louisiana Board Of Regents,80NSSC23M0147 Modification 0 (Base Record),NSSC - NASA Shared Services Center,"BATON ROUGE, LA (District 02)",09/06/2023,08/31/2024, Cooperative Agreement,"Government - State Government, US Government Entity","$99,997","$99,997",[None Indicated],,,,"Our approach for rapid detection and monitoring of microbial growth in Spacecraft environments is focused on the mitigation of adverse pathogen contamination for both crewed mars missions AS well AS robotic exploration. we have developed a gene sampling tool for rapid, dry (without liquid), purification of nucleic acid for subsequent genotyping in microgravity. at the core of the gene sampler technology is a GOLD-plated stainless steel microscopic pin (130 m 3mm) functionalized with synthetic rna capture sequences for selective purification of bacterial nucleic acid after at least 2 minutes of incubation in the Biological specimen. the tool is designed to interface with the cepheid cycles in orbit and the feasibility of the rna extraction approach was successfully validated on the International Space Station (ISS) in february 2021 using a radish plant harvested from the aph-02. building upon this feasibility study results we propose to integrate the gene sampling tool with a lab-on-a-chip platform for the selective, aptamer-mediated enrichment of bacterial species followed BY on-chip nucleic acid extraction for subsequent genotyping. the microfluidic chip will elegantly interface with the gene sampling tool for dry and selective purification of rna for subsequent genotyping of the pathogens. in response to identified microbial and health monitoring gaps BY the committee for space research (costar), this proposal aims to develop a tool for bacterial enrichment for rapid, selective, and sensitive detection of pathogens in the Spacecraft microbiome. one of the crucial obstacles to both human and robotic space exploration is maintaining and monitoring the cleanliness of the Spacecraft and instrumentation surfaces. microgravity increases the risks of microbial proliferation and outbreaks emphasizing the need for rapid pathogen monitoring that eliminates the need for multistep bacterial plating and nucleic acid purification protocols. our method offers a one-step nucleic acid purification process that provides faster results and requires less crew time and reduced workspace area. one year of funding is requested to develop a portable platform that does not require large, equipment and eliminates the multistep protocol for additional pre-concentration steps of the bacterial specimen while enabling selective isolation of target bacteria species and genetic analysis. rna purification and 16s-specific enrichment will be performed using the gene sampler tool for subsequent pcr genotyping experiments. the results of this study will also inform future efforts to integrate the platform with on-chip amplification and gene expression analysis."
2023,WA,WA-02,Fluke Electronics Corporation,80NSSC23PA580 Modification 0 (Base Record),NSSC - NASA Shared Services Center,"EVERETT, WA (District 02)",02/17/2023,02/22/2024,"Purchase Order, Firm Fixed Price","Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","$33,724","$33,724",334519,,80NSSC828105Q,,Fluke metcal GOLD software support renewal
2023,NY,NY-12,Tech Service Solutions Llc,80NSSC23PA892 Modification P00001,NSSC - NASA Shared Services Center,"NEW YORK, NY (District 12)",07/10/2023,06/22/2023,"Purchase Order, Firm Fixed Price","Small Disadvantaged Business,Small Business - American Indian Owned, Corporate Entity Not Tax Exempt, For Profit Organization, Limited Liability Corporation, Minority Owned, Self Certified Small Disadvantaged Business, Sub Continent Asian American Owned Business","$-268,372","$-268,372",333242,,80NSSC231254,,Ot : GOLD sputtering target
2023,GA,GA-06,International Association For Stability Handling & Use Of Liquid Fuels Inc.,80NSSC23PB824 Modification 0 (Base Record),NSSC - NASA Shared Services Center,"ATLANTA, GA (District 06)",07/12/2023,12/31/2025,"Purchase Order, Firm Fixed Price","Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","$15,000","$15,000",813920,,,,"NASA iash GOLD membership 2023, 2024, 2025"
2023,CO,CO-06,Allium Us Holding Llc,80NSSC23PC620 Modification 0 (Base Record),NSSC - NASA Shared Services Center,"ENGLEWOOD, CO (District 06)",09/26/2023,05/31/2024,"Purchase Order, Firm Fixed Price","Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","$28,000","$28,000",513199,,80NSSC23848508Q,,GOLD fire hyper care extension
2024,FL,FL-08,"4 Star Technologies, Inc.",80NSSC24FA150 Modification 0 (Base Record),NSSC - NASA Shared Services Center,"ORLANDO, FL (District 08)",12/14/2023,12/13/2024,"Delivery Order, Firm Fixed Price","SBA Certified HUBZone,Veteran Owned Small Business,Service Disabled Veteran Owned Small Business,Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Service Related Disabled Veteran Owned Business, Subchapter S Corporation","$159,636","$159,636",541519,,80NSSC24856458Q,,A10 networks GOLD support plan renewal
